dataset,ego_id,num_nodes,num_edges,num_features,sensitive_attribute,avg_degree,max_degree,density,high_risk_percentage,avg_risk_score
twitter,160839015,72,791,280,#E3,21.97222222222222,61,0.3094679186228482,97.22222222222221,0.9381903139866569
twitter,1608991,206,4569,774,@mkerstein,47.59375,164,0.2163864551266872,38.83495145631068,0.6123029527711625
twitter,16105942,51,594,173,@trent_reznor:,23.294117647058822,51,0.46588235294117647,78.43137254901961,0.7564991711400403
twitter,16183380,247,5467,1610,@KelpiePMS,45.94117647058823,240,0.17994799381192192,95.54655870445345,0.9463812180126927
twitter,16193542,151,1212,634,@narutakiRT:,16.717241379310344,68,0.10701986754966887,93.37748344370861,0.9249824091982557
twitter,16212913,167,1119,422,@KennyNorton,14.532467532467532,91,0.08073010605295433,88.02395209580838,0.8680005669580859
twitter,16234125,151,1034,320,@SpaghettiLeah,14.771428571428572,66,0.09130242825607064,82.11920529801324,0.826021756766199
twitter,16247469,238,4780,1701,@TK00421,40.85470085470085,260,0.16948551572527745,97.47899159663865,0.9654050042282561
twitter,16263665,205,1054,638,@TMZ,11.212765957446809,65,0.05040650406504065,90.2439024390244,0.8949890182891663
twitter,16279105,104,731,355,@brewinggrounds,15.553191489361701,70,0.1364824495892457,88.46153846153845,0.8710495337903137
twitter,16285517,172,1892,948,@JohnParie,23.073170731707318,100,0.1286549707602339,93.6046511627907,0.924472583462264
twitter,16297193,13,111,116,@evilcrash9:,17.076923076923077,22,1.4230769230769231,53.84615384615385,0.6041399604867098
twitter,16305227,149,823,428,@8,12.469696969696969,39,0.07464175584980955,87.24832214765101,0.8596577424637039
twitter,163374693,176,1749,766,@celsiusgs,21.329268292682926,75,0.11357142857142857,88.06818181818183,0.8656479455242916
twitter,163491360,182,3393,678,@Jennisodes,41.3780487804878,132,0.20599842146803474,86.81318681318682,0.857668563408932
twitter,163629705,184,2267,969,@KraftFoods,26.514619883040936,145,0.13465193632691852,90.76086956521739,0.9129528985507247
twitter,163674521,220,5286,1145,@PiKappaAlpha,48.273972602739725,181,0.21942714819427148,96.81818181818181,0.9337569224057544
twitter,16421962,56,307,286,@sevenwithcheese,10.964285714285714,37,0.19935064935064936,89.28571428571429,0.9246606776681965
twitter,16437633,78,269,251,@nycsouthpaw:,8.67741935483871,26,0.08957708957708958,75.64102564102564,0.7341990405755587
twitter,16465113,126,2245,634,#sp,36.80327868852459,120,0.2850793650793651,96.03174603174604,0.962962962962963
twitter,16476088,43,350,180,@ukanime,17.94871794871795,48,0.3875968992248062,86.04651162790698,0.855310544977169
twitter,16505296,63,417,173,@thefinebros:,17.020408163265305,46,0.21351766513056836,71.42857142857143,0.6996243091871501
twitter,165580617,60,719,304,#ACIII,24.79310344827586,62,0.4062146892655367,91.66666666666666,0.8764649974371985
twitter,165598423,182,3999,589,@Tourmangler,45.186440677966104,140,0.24279035881245825,95.05494505494505,0.9229249845810268
twitter,165786567,244,2394,851,"@evernote,",20.20253164556962,90,0.08075288403157256,96.31147540983606,0.9569398896788375
twitter,16591188,142,1331,704,@NHL,20.476923076923075,70,0.13295375087403855,89.43661971830986,0.8910734710497783
twitter,16606585,109,1146,585,@effiluna,22.03846153846154,70,0.1946992864424057,90.82568807339449,0.9232586397881046
twitter,16610683,99,554,149,#food,11.422680412371134,55,0.11420325706039992,91.91919191919192,0.9101559170064685
twitter,16613128,136,2418,805,#snow,36.08955223880597,142,0.2633986928104575,97.05882352941177,0.9610392068912023
twitter,16616109,245,5508,1054,@youtube,45.70954356846473,222,0.1842756774841084,90.61224489795919,0.861591651191546
twitter,166214735,238,6691,940,@manuhwdy,56.46413502109704,198,0.2372442647945254,97.05882352941177,0.9622836523529422
twitter,166252256,95,1412,624,#WomenEconForum,29.726315789473684,77,0.3162374020156775,97.89473684210527,0.949713120919673
twitter,16652550,132,1637,395,@kickstarter,25.37984496124031,127,0.18933610918343743,95.45454545454545,0.9470698347892034
twitter,16674149,17,63,49,@wolowizard,9.0,18,0.4632352941176471,70.58823529411765,0.7019607843137255
twitter,16685316,148,1309,549,@seancliver,17.931506849315067,85,0.12033462033462033,97.2972972972973,0.9620096702490507
twitter,16726878,210,2071,639,@mmflint,20.91919191919192,87,0.09437229437229437,93.33333333333333,0.929670695642929
twitter,16734718,130,2693,687,@minus_stl,42.40944881889764,127,0.32116875372689324,96.15384615384616,0.9497767440184244
twitter,16790036,188,2927,667,@elisabethos,31.643243243243244,112,0.1665149618841734,97.3404255319149,0.9617702779697027
twitter,167901620,34,325,181,@Logan_Fyreite,19.11764705882353,51,0.5793226381461676,94.11764705882352,0.899823415491927
twitter,16809036,232,4894,1110,@delbius:,45.52558139534884,243,0.1826391998805792,91.8103448275862,0.9205610134662917
twitter,168224294,191,4552,590,@paramoreloves:,47.66492146596859,172,0.2508680077156241,98.42931937172776,0.9748923574376306
twitter,16824073,152,1519,743,@drewroulette,20.951724137931034,141,0.13236319275008715,93.42105263157895,0.9434875066454014
twitter,16834201,103,529,257,@alisonhaislip,11.25531914893617,43,0.10070435941366838,88.3495145631068,0.8539622369046772
twitter,16840742,64,1104,53,@SmartMoney,36.19672131147541,82,0.5476190476190477,89.0625,0.8780148598219515
twitter,168537920,83,1132,644,@UNW_WWD.,27.27710843373494,91,0.33264766382603583,97.59036144578313,0.9697362523860502
twitter,16869298,219,2118,901,#TED,19.431192660550458,196,0.08872690712580118,97.26027397260275,0.9653270828365321
twitter,16878507,125,2196,632,@mattforsythe:,35.41935483870968,130,0.2833548387096774,96.0,0.9481264205038
twitter,169216507,214,6403,1211,#PSVita,60.691943127962084,247,0.2809442323724277,95.7943925233645,0.9498086806432067
twitter,169780164,240,4166,1388,@crazymoogle,36.22608695652174,197,0.14525801952580195,94.16666666666667,0.9257731208976855
twitter,16987303,196,13538,616,@hellogiggles:,140.2901554404145,287,0.7084249084249085,97.44897959183673,0.960872607023575
twitter,170167167,129,2399,611,#10FCQueTemOMeuRespeito,37.1937984496124,108,0.2905765503875969,98.44961240310077,0.9597097381985762
twitter,17022544,80,651,254,@jack_p,17.13157894736842,51,0.2060126582278481,90.0,0.9171906577901356
twitter,17045060,179,6143,909,@airandspace?,69.41242937853107,226,0.3856004017324713,97.76536312849163,0.9684522243149353
twitter,170729553,250,7990,1598,@nbHolidayDoc,64.69635627530364,211,0.25670682730923694,96.8,0.942864162808064
twitter,17111909,230,4713,966,@MrAdamRex,41.3421052631579,316,0.1789633567495728,97.82608695652173,0.9640391470765268
twitter,171202083,173,4901,952,@PinkSith,56.65895953757225,175,0.32941255545100145,98.26589595375722,0.9617380927369059
twitter,17135931,51,522,177,@jeffrey_way:,21.306122448979593,54,0.40941176470588236,82.35294117647058,0.7714743442070656
twitter,17137927,158,1764,543,@RizzoTees,22.90909090909091,84,0.14222365556720148,94.9367088607595,0.9382649431346032
twitter,171536167,122,245,208,@groupon.com.,5.268817204301075,33,0.03319333423655331,45.90163934426229,0.49955680235333083
twitter,17384099,155,3134,1264,@gov20radio,40.701298701298704,135,0.26258902387934646,98.06451612903226,0.9710252157205977
twitter,17396702,123,5063,722,@ArnarHrafn,85.09243697478992,195,0.6747967479674797,78.04878048780488,0.6909629553166284
twitter,17403755,202,1312,742,#BF3,13.738219895287958,57,0.06462735825821388,93.06930693069307,0.924266012847595
twitter,17421011,17,52,40,#BF3,8.0,15,0.38235294117647056,23.52941176470588,0.4497198879551821
twitter,174285878,231,4045,798,#Kinect,35.48245614035088,243,0.15226802183323923,97.83549783549783,0.9715965409651987
twitter,17503591,195,1920,1076,@jason_tate,19.692307692307693,166,0.10150674068199841,98.97435897435898,0.9767579312786011
twitter,175529494,212,1570,805,@RevRunWisdom:,15.544554455445544,63,0.07019583296074398,93.86792452830188,0.9364799858758421
twitter,175553601,201,8888,1105,"#wearyourparamoreshirtday,",88.43781094527363,225,0.44218905472636816,99.00497512437812,0.9753755774453627
twitter,17561785,152,2188,856,#TheBesties,30.6013986013986,96,0.1906587661205995,91.44736842105263,0.9022886376743942
twitter,17600223,98,1870,509,@unmuseum,39.36842105263158,93,0.3934357248053861,92.85714285714286,0.8959755314656542
twitter,17602896,166,2974,639,#winning,36.94409937888199,144,0.2171595472800292,95.78313253012048,0.9326899893763599
twitter,17627996,107,283,328,#NYR,5.895833333333333,31,0.04990301534120967,85.04672897196261,0.8470951167212849
twitter,176310143,242,5150,1040,@mkerstein:,45.77777777777778,163,0.1766057405438771,89.6694214876033,0.8613345798568446
twitter,17636894,101,568,416,@zachmccullough,12.622222222222222,71,0.11247524752475248,86.13861386138613,0.8193826157348024
twitter,17658786,203,6981,2162,#spottheshuttle,69.11881188118812,276,0.34048675803540945,98.0295566502463,0.9679483966630659
twitter,176589903,25,301,44,@PatPreezy:,24.08,38,1.0033333333333334,92.0,0.8125778706007908
twitter,176872879,44,248,175,@RomireVids,11.80952380952381,33,0.26215644820295986,81.81818181818183,0.8358975286940936
twitter,176936249,20,50,66,@lilswiller,5.882352941176471,16,0.2631578947368421,50.0,0.6036630036630035
twitter,17714569,196,2868,791,@andrewlance01,30.189473684210526,125,0.1500784929356358,95.40816326530613,0.950521611353543
twitter,17723880,124,1891,441,@sWooZ1e,30.747967479674795,97,0.24796747967479674,93.54838709677419,0.9514071120574833
twitter,1775731,46,567,230,@brianstelter:,24.652173913043477,50,0.5478260869565217,84.78260869565217,0.8079133834848912
twitter,17767841,160,967,715,#excited,12.640522875816993,52,0.07602201257861635,91.25,0.8997539814969866
twitter,17770689,95,400,169,@XFM,9.63855421686747,58,0.08958566629339305,83.15789473684211,0.8448293811451706
twitter,17787399,184,1546,605,#paxeast,17.468926553672315,74,0.09182703730102162,92.3913043478261,0.9212422644552333
twitter,17797990,116,5132,1274,@TonElias:,88.48275862068965,185,0.7694152923538231,87.06896551724138,0.7883320951148238
twitter,17822419,179,3018,1040,@AdamZagoria:,36.80487804878049,117,0.1894419684891093,89.3854748603352,0.8766103323112526
twitter,17866414,230,6904,2010,@RJFlamingo,60.56140350877193,225,0.26216062274539587,96.52173913043478,0.9404219752579338
twitter,17874544,26,107,98,#140ajuda,8.23076923076923,27,0.3292307692307692,92.3076923076923,0.8804177304177304
twitter,179065820,115,819,661,#VI,15.30841121495327,44,0.12494279176201373,91.30434782608695,0.90407114990907
twitter,17912917,115,523,230,@penelopegaines,9.50909090909091,44,0.0797864225781846,86.08695652173914,0.9042894487170298
twitter,179138862,131,1832,534,@:,28.184615384615384,102,0.2151497357604228,96.94656488549617,0.9618893160756844
twitter,17918629,98,2647,980,@Hot_Bid,54.02040816326531,135,0.5569114243635599,91.83673469387756,0.8499192297528929
twitter,17922109,204,4825,1439,@EddieInzauto,48.49246231155779,167,0.2330242441804308,95.09803921568627,0.942481546027866
twitter,180540375,165,1413,643,@FrackAction:,17.444444444444443,95,0.10443458980044346,96.36363636363636,0.9627933131423976
twitter,18068719,155,1937,582,@JennyPina,26.175675675675677,128,0.16229576874738166,92.25806451612904,0.9030547704829553
twitter,18069824,157,1372,633,@sundancefest:,18.54054054054054,104,0.11203658337416299,92.99363057324841,0.9232815439377133
twitter,18119683,150,4647,1245,#leagueo,61.96,159,0.41583892617449664,98.0,0.9613994700088837
twitter,18135029,56,759,402,@espnradio,27.6,70,0.4928571428571429,94.64285714285714,0.9313289569189563
twitter,18191231,230,2295,1022,@velociraptors,20.76923076923077,92,0.08714638314030758,94.34782608695652,0.9462060526727454
twitter,18201401,128,461,409,@sportsguy33:,8.232142857142858,31,0.05671751968503937,82.8125,0.8360691391941393
twitter,18226205,200,4721,961,@Tart:,49.957671957671955,221,0.23723618090452261,92.5,0.9163842048408007
twitter,18252740,156,4104,842,@bitrandombit,53.64705882352941,154,0.339454094292804,96.15384615384616,0.9456653920046785
twitter,182609394,30,272,149,@RichieProcopio:,18.133333333333333,44,0.6252873563218391,93.33333333333333,0.8583881312430853
twitter,18270489,118,693,352,#music,12.157894736842104,49,0.10039113428943937,94.0677966101695,0.9336976156058617
twitter,18278524,231,2840,1181,#goodbyechuck,26.05504587155963,228,0.10690758516845474,93.5064935064935,0.9345761012512311
twitter,18338485,243,2842,1057,@TheGuild,25.95433789954338,120,0.0966568037275108,89.30041152263375,0.8850734816463901
twitter,18374320,203,2693,983,@thatgamecompany,28.802139037433154,118,0.13134663220016582,89.65517241379311,0.9007445879610969
twitter,183786731,157,4657,690,@john_j_ryan,59.705128205128204,192,0.38028744079699495,98.08917197452229,0.9663168987731985
twitter,184391654,171,3073,1044,@UTxJGTheDon:,36.15294117647059,111,0.21142070863433093,98.24561403508771,0.9714673611718129
twitter,184594566,197,5721,586,@Atencio,60.861702127659576,172,0.29633274629648815,93.90862944162437,0.9344328092717642
twitter,18470775,33,427,158,@gorgeousgrose,26.6875,43,0.8087121212121212,84.84848484848484,0.8251407808806873
twitter,18472735,175,995,407,@jianghomeshi,12.594936708860759,68,0.06535303776683087,85.71428571428571,0.8420581199008174
twitter,184755890,95,572,298,#videogames,12.571428571428571,56,0.12810750279955208,90.52631578947368,0.8709886787731048
twitter,18481292,81,1732,333,@TheOnlyMikeJ,44.98701298701299,95,0.5345679012345679,85.18518518518519,0.7736834717722612
twitter,18483115,150,540,372,@cnnbrk:,9.07563025210084,168,0.04832214765100671,76.66666666666667,0.768351851851852
twitter,18486243,181,3042,835,#foodsafety,33.8,142,0.1867403314917127,98.34254143646409,0.9758052043693366
twitter,18486881,145,2146,731,@AMYWSB,29.6,141,0.20555555555555555,98.62068965517241,0.9753783437495233
twitter,18496986,223,1561,667,#gdjb,15.229268292682926,67,0.06306306306306306,91.03139013452915,0.9043270911779815
twitter,18534908,189,3304,594,@NathanFillion,35.71891891891892,160,0.18597320724980299,94.17989417989418,0.9161340551811493
twitter,185512077,105,3408,568,@RandomMicah,70.26804123711341,140,0.6241758241758242,90.47619047619048,0.8852922230235467
twitter,18558612,22,296,252,#RedSoxNation:,26.90909090909091,39,1.2813852813852813,90.9090909090909,0.7906692823351704
twitter,18571832,104,788,450,@nickfortugno,16.946236559139784,68,0.14712471994025392,87.5,0.8496900178032397
twitter,18594420,207,1596,999,@MikeAssassin,16.712041884816752,68,0.07485577599549739,91.30434782608695,0.9110388435915189
twitter,18630326,198,4853,1238,@theartofHERO,49.02020202020202,155,0.24883351279290367,98.98989898989899,0.9814760588922657
twitter,186354564,74,1128,278,@deadspider,30.904109589041095,91,0.4176231025546094,95.94594594594594,0.9572498152958928
twitter,18665800,212,5100,1166,#Kony2012,48.113207547169814,177,0.22802468031834033,99.05660377358491,0.985209668132347
twitter,18681592,38,71,78,@antoinebugleboy,4.733333333333333,16,0.10099573257467995,63.1578947368421,0.6815574776101091
twitter,18687625,113,450,169,@samrobertsband,8.737864077669903,48,0.07111251580278129,90.2654867256637,0.9039608630033614
twitter,18690700,121,364,138,#video,6.803738317757009,39,0.050137741046831955,85.9504132231405,0.8512462285189558
twitter,186909156,176,6745,785,@italianrunt,76.64772727272727,197,0.437987012987013,97.72727272727273,0.9732850452324068
twitter,18718580,203,2737,868,@kobunheat,29.117021276595743,141,0.13349265961078866,91.13300492610837,0.8871712196253332
twitter,18731347,214,4720,1416,@arrington:,44.73933649289099,143,0.20709929358079943,97.19626168224299,0.9654160542103245
twitter,18734310,159,4319,841,@BrianDawkins,54.327044025157235,187,0.34384205079213437,74.21383647798741,0.7645585104537662
twitter,187569483,239,3678,594,@mauriiciofontes,31.302127659574467,161,0.12932034738581624,97.48953974895397,0.9611933659423852
twitter,187744415,222,9169,1586,@atviassist,82.97737556561086,256,0.3737719620072561,98.64864864864865,0.9763784944025854
twitter,187773078,123,3787,695,@PAOCOMPARAMORE,62.08196721311475,148,0.5047314407570305,96.7479674796748,0.9507573839425533
twitter,18788502,154,2331,1002,"#science140,",31.714285714285715,111,0.19786096256684493,94.15584415584416,0.9147972536424599
twitter,188102842,151,5023,994,@ParamoreFB:,66.52980132450331,162,0.4435320088300221,72.84768211920529,0.691536599196127
twitter,18836167,195,2179,1039,@AidenHorrocks:,22.81675392670157,68,0.11519957705524715,96.92307692307692,0.9590468877953914
twitter,18846990,142,2524,859,@shilohwalker,37.39259259259259,104,0.25212266506842473,85.2112676056338,0.8047069474765387
twitter,18886852,212,5293,1219,@GameofThrones,50.65071770334928,165,0.23665384959313243,97.64150943396226,0.961389890235026
twitter,18895362,154,2207,762,@SamVanTilburgh,29.824324324324323,108,0.18733554027671676,94.8051948051948,0.9376844049700724
twitter,189111957,193,3195,962,@bayrou:,33.98936170212766,175,0.1724417098445596,94.81865284974094,0.9360110735447588
twitter,18917716,88,356,324,@boomstudios,8.279069767441861,30,0.09299895506792058,94.31818181818183,0.9505583431719796
twitter,18923866,249,2903,1721,@wileywiggins,23.69795918367347,112,0.09402124627542428,97.59036144578313,0.9678377761677385
twitter,189253902,106,2291,822,@PlanetQuest,43.22641509433962,154,0.41168014375561546,98.11320754716981,0.9469947026876017
twitter,18951737,199,3257,1046,@whupth,33.065989847715734,164,0.16532155728135628,96.98492462311557,0.9758971548641449
twitter,18957524,126,1522,906,@zite,24.352,73,0.19326984126984126,97.61904761904762,0.9594559777277984
twitter,189592841,85,505,162,@kittykatdav:,12.784810126582279,39,0.14145658263305322,87.05882352941177,0.8593841662720627
twitter,189875309,186,5656,640,@LongDino2:,61.47826086956522,171,0.32874164487067714,97.84946236559139,0.9728271209075519
twitter,18988524,33,157,63,@krystipryde:,10.827586206896552,24,0.29734848484848486,78.78787878787878,0.7376079060571039
twitter,18996905,61,750,424,@NBCTheVoice,24.59016393442623,66,0.4098360655737705,91.80327868852459,0.8775117960288309
twitter,190138306,143,2815,657,@saragirard,39.37062937062937,105,0.2772579533142913,97.2027972027972,0.9451428130352283
twitter,19064433,208,4208,794,@killtenrats,42.08,144,0.19546636937941286,93.75,0.9070009756908308
twitter,190696559,199,1997,475,@gmail.com,21.473118279569892,89,0.10136541292320186,92.46231155778895,0.916000269993636
twitter,19110632,180,5749,1179,@Travelzoo,64.96045197740114,237,0.3568590937306021,97.22222222222221,0.9686232807136201
twitter,19136295,118,2050,616,@muerte_brutal,34.74576271186441,111,0.29697233087063596,98.30508474576271,0.9639085232465987
twitter,191896931,61,589,214,@banavalope,19.633333333333333,71,0.3218579234972678,95.08196721311475,0.9100944764814191
twitter,191916463,73,474,245,@NuckFuggets,13.73913043478261,47,0.18036529680365296,91.78082191780823,0.887513702379078
twitter,191924526,80,1440,244,@paramorecrazy_,36.45569620253165,85,0.45569620253164556,96.25,0.9200622341514475
twitter,19208450,184,2747,1072,@Sean_Decker,30.692737430167597,111,0.16316227132335473,94.02173913043478,0.9134876715654916
twitter,19213083,159,1218,670,@Serrels:,17.034965034965033,81,0.09696680200620969,88.67924528301887,0.878311486292017
twitter,19225156,91,441,238,@twitneyD,9.910112359550562,131,0.1076923076923077,79.12087912087912,0.8877413025247982
twitter,19283723,59,532,175,#wi,19.703703703703702,58,0.3109292811221508,84.7457627118644,0.8039290523578245
twitter,19299909,168,956,468,@Movember,12.49673202614379,58,0.06814941545480467,88.69047619047619,0.8859018549144599
twitter,19380307,133,1172,482,@desandro,19.056910569105693,77,0.13351560719981773,90.97744360902256,0.8877413881508076
twitter,19454519,54,841,219,@dtoid,31.14814814814815,65,0.5877009084556254,92.5925925925926,0.840764213308606
twitter,19492215,224,3877,922,@NorthernAuroraX,36.23364485981308,174,0.1552290198590647,94.64285714285714,0.922944528155023
twitter,195475105,230,8124,1211,@mcflyharry,71.89380530973452,218,0.3084868046326182,93.91304347826087,0.947176424473283
twitter,19563357,154,3193,843,@TrollinThunder,42.29139072847682,186,0.27102962397080044,81.16883116883116,0.8386550069627109
twitter,19658936,105,2401,794,@3,45.733333333333334,170,0.43974358974358974,98.09523809523809,0.9624998976541176
twitter,19668026,142,2560,645,@Lori_Garver:,38.208955223880594,124,0.2557187094196384,88.73239436619718,0.8154353804327283
twitter,196926575,155,1480,749,@Zehnchu,20.273972602739725,89,0.12400502723083369,93.54838709677419,0.9311453788586688
twitter,19725644,58,393,164,@StarTalkRadio,14.035714285714286,46,0.23774954627949182,87.93103448275862,0.8760596497251197
twitter,197577781,140,2631,789,@flargh,38.40875912408759,126,0.27040082219938333,96.42857142857143,0.9458172332153684
twitter,197602850,142,2206,592,@Groked,32.92537313432836,122,0.220357606632704,91.54929577464789,0.8958782176920708
twitter,19760380,231,2213,1027,#xfactor,20.118181818181817,104,0.08330510069640504,93.93939393939394,0.9289257128580575
twitter,197731654,41,138,116,#RedDwarf,6.9,24,0.16829268292682928,90.2439024390244,0.9294715447154471
twitter,197903282,189,6838,1065,#CiteUmaGalinha,72.74468085106383,192,0.38489249127547,97.35449735449735,0.9577272372438262
twitter,198327282,196,4569,705,@quietinhere:,47.347150259067355,145,0.2390894819466248,97.44897959183673,0.963522145396383
twitter,198370650,39,264,150,@Jonatchoo:,14.666666666666666,36,0.3562753036437247,66.66666666666666,0.6393456200576113
twitter,198628427,73,779,427,@NeilTyson,22.257142857142856,81,0.2964231354642314,93.15068493150685,0.9035383589188319
twitter,198941747,216,8166,965,@jurysduck:,75.96279069767442,229,0.3516795865633075,96.75925925925925,0.9410931171350938
twitter,19898730,249,2243,685,#hypocrite,19.17094017094017,115,0.07264542039124239,93.57429718875501,0.9298647613981795
twitter,199039532,234,4237,1361,@rukizzel,37.49557522123894,162,0.15542349877113826,95.2991452991453,0.9404001489050178
twitter,19933035,62,1632,417,@ParamoreinCR,52.645161290322584,92,0.8630354309888948,85.48387096774194,0.7388003030832414
twitter,19948202,249,5963,2271,@chrisshott,48.479674796747965,208,0.19312734810208576,97.99196787148594,0.9777691972138546
twitter,199483163,113,1028,447,@kootra,18.862385321100916,74,0.1624525916561315,92.92035398230088,0.9111250442691451
twitter,19976791,31,216,193,@djWHEAT,13.935483870967742,37,0.4645161290322581,64.51612903225806,0.6552189990859807
twitter,200214366,183,9451,766,@paramorebrcom,103.2896174863388,241,0.5675253708040593,98.90710382513662,0.974409923465045
twitter,200494218,187,3858,902,@canonbluemusic,41.483870967741936,151,0.22183888218043815,98.3957219251337,0.9791023888914782
twitter,20060293,245,7542,1471,@NASAGoddard,62.074074074074076,241,0.25232519237203077,85.3061224489796,0.7886846027677693
twitter,20119746,53,208,86,@AveryCloseCall:,10.146341463414634,25,0.1509433962264151,69.81132075471697,0.670945182790958
twitter,20179628,98,2541,777,@ncvs,52.391752577319586,136,0.5346097201767305,95.91836734693877,0.935762117708152
twitter,202114894,221,5486,1158,@musicmust14,49.64705882352941,224,0.22566844919786097,98.19004524886877,0.9511164757199568
twitter,202195505,199,7909,1009,@paramore,81.95854922279793,206,0.40145170295924065,47.73869346733669,0.6224247228103563
twitter,202346485,100,816,453,@IAmJericho,16.653061224489797,49,0.16484848484848486,93.0,0.9440952380952382
twitter,2029971,149,2830,801,#mayday,39.58041958041958,142,0.25666606203518955,93.95973154362416,0.923696346241672
twitter,20319646,221,2669,899,@Mofobian:,24.94392523364486,123,0.10979020979020979,95.92760180995475,0.9377260314125779
twitter,20347014,236,4712,1527,@sammich117,40.7965367965368,155,0.1699242697439596,97.03389830508475,0.962125573668054
twitter,203868162,69,648,356,@fluttermind.,18.782608695652176,62,0.27621483375959077,97.10144927536231,0.9560587000752222
twitter,204145356,98,1672,716,@CallofDuty,34.12244897959184,112,0.3517778245318746,95.91836734693877,0.9285742170771849
twitter,20436059,214,3867,1180,#SXSWi,48.64150943396226,173,0.16967223904172699,73.36448598130842,0.7232914381384941
twitter,20446839,100,546,239,@EL_Seancon,12.133333333333333,54,0.1103030303030303,85.0,0.8047917297811636
twitter,204646586,78,1806,454,@Vixtro,47.526315789473685,86,0.6013986013986014,94.87179487179486,0.9185640626851196
twitter,20495756,157,1997,789,@VentureBeat,26.276315789473685,98,0.16307365670422996,95.54140127388536,0.9412345528792442
twitter,20561154,161,2388,865,@jfwong,30.037735849056602,91,0.18540372670807453,97.51552795031056,0.9620090757178562
twitter,20689206,217,5926,1468,@Floejisan,57.53398058252427,196,0.25285884963304317,94.00921658986175,0.9263746882569358
twitter,206923844,232,8896,1378,#ALBOOM!,76.6896551724138,248,0.33198984923122854,98.70689655172413,0.9785489342544572
twitter,20758393,128,921,452,@Ash_Ketchum151:,15.223140495867769,70,0.11331200787401575,92.96875,0.92195218822178
twitter,207594668,52,223,92,@DulceBrasil,8.745098039215685,24,0.16817496229260936,88.46153846153845,0.8693741866723658
twitter,207936757,25,412,121,@thejessesnyder:,32.96,45,1.3733333333333333,92.0,0.8357287815940494
twitter,20950208,99,931,428,#esports,20.23913043478261,75,0.1919191919191919,89.8989898989899,0.8978401011441469
twitter,2097571,231,9407,1910,#LatinAmerica,81.8,327,0.3541125541125541,98.7012987012987,0.9630988419035982
twitter,20999409,124,849,413,@mmorpgcom:,14.268907563025211,55,0.11132966168371361,94.35483870967742,0.9199251472194552
twitter,21028234,55,344,161,#...,13.23076923076923,34,0.23164983164983166,89.0909090909091,0.8722895455702943
twitter,21061498,165,2515,596,#Dishonored,31.4375,79,0.18588322246858832,95.75757575757575,0.9463608316269843
twitter,21077642,72,316,107,#quote,9.294117647058824,39,0.12363067292644757,91.66666666666666,0.9042767428117491
twitter,21094279,178,4059,919,@Gregtito,46.6551724137931,169,0.2576652066273091,96.62921348314607,0.9543069165062708
twitter,21132431,104,585,578,@RevitST,12.446808510638299,43,0.10922330097087378,77.88461538461539,0.8076035442612288
twitter,211547273,179,5198,1213,#NASATweetUp,58.73446327683616,180,0.32628209151967863,97.76536312849163,0.9670593889130942
twitter,211933541,132,3775,595,@vacilaown:,57.63358778625954,141,0.436618089289845,97.72727272727273,0.9533124278858219
twitter,21222922,79,245,154,@BDRAnneLewis,7.777777777777778,49,0.0795196364816618,78.48101265822784,0.7870834409713252
twitter,212642904,158,1848,846,@DN_Nightelyn,25.315068493150687,141,0.1489962105942111,89.87341772151899,0.8763603605127436
twitter,212718048,104,414,257,@Cahvillar,9.741176470588234,37,0.07729648991784914,78.84615384615384,0.8003599894728927
twitter,21318259,80,1068,250,@cazziemcfly,27.384615384615383,80,0.3379746835443038,95.0,0.9292295907009706
twitter,21337501,40,195,165,@techninja42,10.0,27,0.25,92.5,0.903784909848369
twitter,21339164,91,1656,283,@Vrictor,38.51162790697674,106,0.4043956043956044,79.12087912087912,0.745102379684707
twitter,21363077,139,2061,584,@DeStorm,30.761194029850746,97,0.2148889583984986,94.96402877697841,0.9455603461387195
twitter,21364753,51,732,271,#history,28.705882352941178,53,0.5741176470588235,96.07843137254902,0.9131747866047942
twitter,21391704,159,2027,552,@MiamiHEAT,27.767123287671232,93,0.16137250218931615,90.56603773584906,0.8897785988109039
twitter,21415375,218,4687,1110,@nwoodard,43.6,257,0.19815668202764977,97.70642201834863,0.9731061136048131
twitter,21420959,91,1787,490,@RobertMasseyRAS,39.27472527472528,93,0.4363858363858364,93.4065934065934,0.9111847188122385
twitter,21437537,238,3994,870,@BrodyismeFriend,35.98198198198198,174,0.14161614012693685,92.43697478991596,0.9171808366099328
twitter,215328630,11,33,22,@Morissette,6.6,13,0.6,18.181818181818183,0.5364476432658251
twitter,21578499,181,2512,812,@Lindsay_Mead,29.209302325581394,105,0.1542050337630448,93.92265193370166,0.9293150108723458
twitter,215824411,12,40,13,@QZSS,8.0,13,0.6060606060606061,33.33333333333333,0.531567969067969
twitter,21648994,83,1026,461,@Khaldor,25.024390243902438,71,0.3014986776373788,90.36144578313254,0.88269133413547
twitter,216843160,196,7155,723,@srazuera:,73.38461538461539,211,0.37441130298273156,97.44897959183673,0.9558530669916586
twitter,21731779,41,64,69,@Playstation,3.878787878787879,16,0.07804878048780488,58.536585365853654,0.6901422764227642
twitter,21735280,217,1933,980,#nhlplayoffs,18.409523809523808,98,0.08247994538317119,95.39170506912443,0.9535652498030999
twitter,217796457,188,12105,1169,@paramoreDo,131.57608695652175,284,0.6886448970303789,96.80851063829788,0.9579061599287766
